Name,RA_2000_Deg,RA_2000_HMS,Dec_2000_Deg,Vmag,Spct
,160.63041666666666,10.708694444444443,-13.975,6.24,K
,160.88708333333332,10.725805555555556,46.20388888888889,5.18,F
41,160.85416666666666,10.723611111111111,23.188333333333333,5.08,A
35,160.83708333333334,10.722472222222223,4.747777777777777,5.79,K
,160.68,10.712,-32.715833333333336,5.64,A
,161.26666666666668,10.751111111111111,67.4113888888889,6.0,C
,160.55833333333334,10.703888888888889,-64.46638888888889,4.82,B
,161.06041666666667,10.73736111111111,19.75861111111111,6.27,A
,160.66916666666665,10.711277777777777,-59.215833333333336,5.38,B
The,160.73916666666668,10.715944444444444,-64.39444444444445,2.76,B
,160.88375,10.725583333333333,-60.56666666666667,4.57,K
36,161.28916666666666,10.752611111111111,2.4880555555555555,6.28,K
41,161.59375,10.772916666666667,57.365833333333335,6.34,M
42,161.46625,10.764416666666667,30.682222222222222,5.24,A
,160.96333333333334,10.73088888888889,-64.24888888888889,5.77,B
,161.02875,10.735249999999999,-63.961111111111116,4.82,B
,160.46375,10.697583333333334,-79.78333333333333,5.97,B
,161.52375,10.76825,6.373055555555555,6.37,K
51,161.60208333333333,10.773472222222223,18.891388888888887,5.49,K
52,161.60541666666666,10.773694444444445,14.194722222222222,5.48,G
Eta,161.265,10.751,-59.68416666666666,6.21,p
,161.08083333333335,10.738722222222222,-70.86,6.26,A
,161.13375,10.742249999999999,-70.85499999999999,6.46,A
,161.11041666666668,10.740694444444443,-72.44388888888889,6.27,F
,161.71666666666667,10.781111111111112,-17.296666666666667,5.42,A
,162.20833333333334,10.81388888888889,65.13222222222221,6.39,A
Mu,161.6925,10.7795,-49.419999999999995,2.69,G
,161.57,10.771333333333335,-60.60333333333333,6.25,A
,161.90833333333333,10.793888888888889,-15.261944444444444,6.67,A
,161.56875,10.77125,-64.515,5.34,B
,161.62375,10.774916666666668,-64.26333333333334,5.23,B
,161.73958333333334,10.78263888888889,-56.757222222222225,5.23,B
,161.71333333333334,10.78088888888889,-64.38333333333334,4.85,B
43,162.23833333333334,10.815888888888889,29.41583333333333,6.15,K
,162.16916666666665,10.811277777777779,-1.958888888888889,5.93,M
,162.05916666666667,10.803944444444445,-31.688333333333333,5.88,A
,161.91125,10.794083333333333,-57.467777777777776,6.36,M
53,162.31416666666667,10.820944444444445,10.545277777777777,5.34,A
,162.0225,10.8015,-59.91916666666666,6.0,A
40,162.32208333333332,10.821472222222223,-4.024166666666667,6.61,A
44,162.47375,10.831583333333333,27.973888888888887,6.04,F
Del,161.31541666666666,10.75436111111111,-80.46972222222223,5.47,K
Nu,162.40625,10.827083333333333,-16.19361111111111,3.11,K
,162.43125,10.82875,-9.852777777777778,5.86,G
Del,161.445,10.763,-80.54027777777777,4.45,B
43,162.79625,10.853083333333332,56.58222222222223,5.67,K
42,162.84875,10.856583333333333,59.32,5.58,K
41,162.57541666666665,10.838361111111112,-8.897777777777778,5.79,A
,162.4875,10.8325,-34.058055555555555,5.61,A
,162.35041666666666,10.823361111111112,-59.32361111111111,5.91,B
,162.7725,10.8515,-3.0925000000000002,5.95,K
,163.12833333333333,10.875222222222222,52.56527777777777,6.65,G
,163.13291666666666,10.875527777777778,52.50361111111111,6.44,K
,163.37791666666666,10.89186111111111,69.85388888888889,5.93,G
,163.05708333333334,10.870472222222222,1.0252777777777777,6.38,A
,163.15041666666667,10.876694444444444,-0.2013888888888889,6.31,K
44,163.39375,10.892916666666666,54.585,5.1,K
46,163.32791666666665,10.888527777777778,34.215,3.83,K
45Ome,163.49458333333334,10.899638888888889,43.19,4.71,A
,163.35375,10.89025,-2.2552777777777777,6.12,K
,163.12875,10.875250000000001,-57.24055555555556,5.25,B
,163.37291666666667,10.891527777777778,-20.13888888888889,5.24,F
,163.38708333333332,10.892472222222223,-15.445555555555556,6.38,K
,163.43208333333334,10.895472222222221,-2.129166666666667,5.45,G
48,163.67583333333334,10.911722222222222,25.490833333333335,6.2,A
,163.57416666666666,10.904944444444444,-13.758055555555556,5.66,G
,163.7425,10.916166666666667,34.03472222222222,5.72,G
,163.37333333333333,10.891555555555556,-58.85333333333333,3.78,K
46,163.935,10.929,33.50694444444444,5.03,K
54,163.90333333333334,10.926888888888888,24.749722222222225,4.5,A
54,163.90541666666667,10.927027777777777,24.74888888888889,6.3,A
,163.79833333333335,10.919888888888888,-20.665,6.44,K
,163.425,10.895,-70.72027777777778,5.99,B
,163.75416666666666,10.916944444444443,-42.25111111111111,6.11,A
,164.06041666666667,10.93736111111111,42.00833333333333,6.03,K
55,163.92666666666668,10.928444444444445,0.7369444444444444,5.91,F
,163.62333333333333,10.908222222222223,-61.82666666666667,5.93,K
56,164.00625,10.93375,6.185277777777778,5.81,M
,163.11458333333334,10.874305555555557,-79.55944444444444,6.33,K
,164.07041666666666,10.938027777777778,22.351666666666667,6.14,K
50,164.14333333333335,10.94288888888889,25.5,6.35,K
,163.82166666666666,10.921444444444443,-60.51694444444444,5.92,K
,164.98666666666668,10.99911111111111,77.77,6.2,G
Iot,164.17958333333334,10.945305555555557,-37.13777777777778,4.6,K
,164.28291666666667,10.952194444444444,-50.765,5.91,A
,164.82458333333332,10.988305555555554,51.882222222222225,6.17,K
,164.45166666666665,10.963444444444443,-59.731944444444444,6.11,G
47,164.86666666666667,10.99111111111111,40.430277777777775,5.05,G
,164.88666666666666,10.992444444444443,36.09305555555556,6.0,M
,164.31541666666666,10.95436111111111,-75.09972222222221,6.13,K
,165.06125,11.004083333333334,45.52611111111111,5.47,K
,164.92125,10.99475,11.705833333333333,6.55,F
,164.80791666666667,10.987194444444444,-33.73722222222222,5.71,F
,165.10666666666665,11.007111111111112,51.50194444444445,6.43,G
,164.87875,10.991916666666667,-16.35388888888889,5.89,M
,165.08583333333334,11.005722222222222,42.91138888888889,6.02,F
,165.27416666666667,11.01827777777778,63.42111111111111,6.39,A
7Alp,164.94375,10.99625,-18.29888888888889,4.08,K
49,165.21,11.014,39.21222222222222,5.08,F
,165.04833333333335,11.003222222222222,-14.083333333333334,5.88,K
,164.80833333333334,10.987222222222222,-61.32027777777778,6.16,B
58,165.14,11.009333333333334,3.6175,4.84,K
,164.9975,10.999833333333333,-43.80722222222222,5.81,B
,165.03875,11.002583333333334,-42.225833333333334,4.39,A
59,165.18666666666667,11.012444444444444,6.101388888888889,4.99,A
48Bet,165.46041666666667,11.030694444444446,56.3825,2.37,A
,165.03583333333333,11.00238888888889,-51.81777777777778,6.15,A
,165.23833333333334,11.015888888888888,-15.792777777777777,6.34,K
,165.17,11.011333333333333,-31.839444444444442,6.07,F
61,165.45708333333334,11.030472222222222,-2.4847222222222225,4.74,M
60,165.5825,11.038833333333333,20.179722222222225,4.42,A
50Alp,165.93208333333334,11.062138888888889,61.75083333333333,1.79,K
,165.60166666666666,11.040111111111111,-26.83138888888889,6.23,F
,165.81083333333333,11.054055555555557,-0.7525,6.14,F
,164.80375,10.986916666666666,-81.55611111111111,6.71,F
,165.81208333333333,11.05413888888889,-11.303611111111111,5.5,G
62,165.9025,11.060166666666667,-0.0008333333333333334,5.95,K
,165.81708333333333,11.054472222222223,-31.960833333333333,6.46,M
,165.90208333333334,11.06013888888889,-13.434444444444445,6.34,G
51,166.13,11.075333333333333,38.24138888888889,6.0,A
63Chi,166.25416666666666,11.08361111111111,7.336111111111111,4.63,F
,166.13,11.075333333333333,-47.67916666666667,5.67,A
Eta,164.8075,10.987166666666665,-84.59388888888888,6.19,A
,166.22583333333333,11.081722222222222,-35.80472222222222,5.43,A
Chi,166.33291666666668,11.088861111111111,-27.29361111111111,4.94,F
,166.39166666666668,11.092777777777778,-11.08888888888889,6.09,F
,166.2675,11.0845,-49.3925,6.13,B
Chi,166.49,11.099333333333334,-27.28777777777778,5.71,A
,166.52416666666667,11.101611111111112,-51.212500000000006,6.3,G
65,166.72583333333333,11.115055555555555,1.9555555555555555,5.52,G
,166.66125,11.11075,-28.727777777777778,6.77,A
,166.61416666666668,11.10761111111111,-50.95666666666667,6.32,K
64,166.91541666666666,11.127694444444446,23.32361111111111,6.46,A
,166.62208333333334,11.108138888888888,-58.67527777777777,6.02,K
,166.785,11.119,-32.58722222222222,6.59,F
,166.635,11.109,-62.424166666666665,4.61,G
,166.60083333333333,11.106722222222222,-64.83972222222222,6.41,A
,166.81916666666666,11.121277777777777,-42.63861111111111,5.15,A
,166.97666666666666,11.131777777777778,-30.174722222222222,6.54,G
,166.70791666666668,11.113861111111111,-70.87805555555555,5.57,B
,167.41625,11.161083333333334,67.21027777777778,6.06,F
,167.06583333333333,11.137722222222221,-29.972777777777775,6.49,A
67,167.20458333333335,11.146972222222221,24.65833333333333,5.68,A
,167.32958333333335,11.155305555555556,36.309444444444445,5.74,M
,167.18291666666667,11.145527777777778,-28.080555555555556,5.44,A
52Psi,167.41583333333332,11.161055555555556,44.49861111111111,3.01,K
,167.41041666666666,11.160694444444445,43.2075,5.89,M
,167.1475,11.143166666666666,-58.975,3.91,G
,167.14166666666668,11.142777777777777,-61.947222222222216,5.13,B
,167.4725,11.164833333333334,-32.3675,5.81,A
,168.04583333333332,11.203055555555554,68.27194444444444,6.4,A
,167.93208333333334,11.195472222222222,14.400277777777777,6.3,A
,167.72791666666666,11.181861111111111,-58.45527777777778,6.88,B
11Bet,167.91458333333333,11.194305555555555,-22.825833333333332,4.48,A
,168.18541666666667,11.212361111111111,54.89416666666666,6.63,A
,168.13416666666666,11.208944444444445,35.81361111111111,6.41,G
,168.06166666666667,11.20411111111111,-32.43388888888889,6.38,M
Psi,168.12666666666667,11.208444444444444,-18.5,6.13,A
,168.14416666666668,11.20961111111111,-21.749166666666667,6.4,K
,167.87291666666667,11.191527777777779,-71.4363888888889,6.35,K
,168.13791666666665,11.209194444444444,-49.10111111111111,5.36,A
,168.4175,11.227833333333333,41.08861111111111,6.33,K
,168.15,11.209999999999999,-60.3175,4.6,A
,168.23708333333335,11.215805555555555,-49.73638888888889,6.11,G
,168.31125,11.22075,-44.37222222222222,5.8,K
,168.18833333333333,11.212555555555555,-64.16972222222223,5.23,B
69,168.44,11.229333333333333,-0.06972222222222223,5.42,A
68Del,168.52708333333334,11.235138888888889,20.52361111111111,2.56,A
,168.5075,11.233833333333333,8.060555555555556,5.79,K
70The,168.56,11.237333333333332,15.429444444444444,3.34,A
,168.41375,11.227583333333333,-53.23166666666667,5.76,K
,168.37833333333333,11.225222222222222,-59.61944444444445,5.74,B
72,168.80083333333334,11.253388888888889,23.095555555555553,4.63,M
,169.01666666666668,11.267777777777779,52.77305555555555,6.5,F
,168.725,11.248333333333333,-43.73416666666667,6.21,K
73,168.96625,11.264416666666667,13.307500000000001,5.32,K
,168.99083333333334,11.266055555555555,12.844722222222222,6.67,A
,169.17458333333335,11.278305555555557,49.47638888888889,5.88,K
74Phi,169.16541666666666,11.277694444444446,-3.6516666666666664,4.47,A
,169.2425,11.282833333333334,-7.134722222222223,6.14,A
,169.11541666666668,11.274361111111112,-45.88,6.31,F
75,169.3225,11.288166666666667,2.0105555555555554,5.18,M
,169.29916666666668,11.28661111111111,-38.01444444444444,6.27,A
,169.41333333333333,11.294222222222222,-34.73722222222222,6.45,F
53Xi,169.54541666666665,11.303027777777778,31.529166666666665,4.87,G
53Xi,169.54583333333332,11.303055555555556,31.529166666666665,4.41,G
,169.42916666666667,11.295277777777777,-36.53444444444444,6.68,G
54Nu,169.61958333333334,11.307972222222222,33.094166666666666,3.48,K
,169.5875,11.305833333333334,11.98472222222222,6.66,A
,169.32916666666668,11.288611111111111,-67.8236111111111,6.06,M
55,169.78291666666667,11.318861111111111,38.18555555555555,4.78,A
76,169.72916666666666,11.315277777777778,1.6505555555555556,5.91,K
12Del,169.83541666666667,11.32236111111111,-14.778611111111111,3.56,G
,170.22416666666666,11.348277777777778,67.10055555555554,6.21,G
,169.81875,11.32125,-64.5825,5.99,F
,169.64291666666668,11.30952777777778,-79.66861111111112,6.35,A
77Sig,170.28416666666666,11.352277777777777,6.029444444444445,4.05,B
,169.90125,11.32675,-75.14250000000001,6.27,B
,170.45541666666668,11.363694444444445,57.075,6.43,A
,170.01625,11.334416666666668,-71.99444444444444,6.41,B
Pi,170.25166666666667,11.350111111111111,-54.49111111111111,3.89,B
,170.71375,11.380916666666668,64.33055555555555,6.02,A
56,170.70666666666668,11.380444444444445,43.48277777777778,4.99,G
,170.59625,11.373083333333334,-44.645833333333336,6.12,G
,170.825,11.388333333333334,0.13166666666666665,6.05,K
13Lam,170.84125,11.389416666666666,-18.779999999999998,5.09,F
,170.80291666666668,11.386861111111111,-36.164722222222224,5.0,K
,170.48791666666668,11.36586111111111,-77.60833333333333,6.43,A
,170.78375,11.385583333333333,-56.779444444444444,5.79,A
78Iot,170.98125,11.39875,10.529166666666667,3.94,F
79,171.00958333333332,11.400638888888889,1.4077777777777778,5.39,G
,170.84083333333334,11.389388888888888,-64.955,5.11,B
14Eps,171.1525,11.410166666666667,-10.859444444444444,4.83,K
,171.09208333333333,11.40613888888889,-42.66916666666666,6.12,B
,171.24541666666667,11.416361111111112,11.430277777777777,5.8,K
15Gam,171.22041666666667,11.414694444444445,-17.683888888888887,4.08,A
,171.04625,11.403083333333333,-72.25666666666666,5.59,B
,171.48791666666668,11.432527777777777,55.85055555555556,5.75,K
81,171.40166666666667,11.426777777777778,16.45638888888889,5.57,F
,171.3725,11.424833333333332,-36.06305555555555,5.22,K
80,171.45833333333334,11.430555555555555,3.86,6.37,F
,171.38791666666665,11.42586111111111,-37.74777777777778,5.89,M
,171.60625,11.440416666666668,33.45055555555556,6.32,F
,171.43,11.428666666666667,-63.97277777777778,5.17,F
83,171.68875,11.445916666666667,3.0130555555555554,6.5,K
,171.64708333333334,11.443138888888889,-61.11527777777778,5.3,B
16Kap,171.78958333333333,11.452638888888888,-12.356666666666666,5.94,F
,171.69708333333332,11.446472222222223,-53.16,5.81,K
84Tau,171.98416666666665,11.46561111111111,2.8561111111111113,4.95,G
,171.97375,11.464916666666666,-1.7,6.25,K
,171.99375,11.466249999999999,-35.328611111111115,6.45,K
,172.26916666666668,11.48461111111111,61.77833333333333,5.83,F
57,172.2675,11.484499999999999,39.33694444444445,5.31,A
,172.14625,11.476416666666667,-42.674166666666665,5.08,B
,172.43125,11.495416666666666,56.737500000000004,6.28,A
,172.07583333333332,11.471722222222223,-72.47444444444444,6.09,B
85,172.42458333333335,11.494972222222222,15.413333333333334,5.74,K
,172.55375,11.503583333333333,54.361666666666665,6.41,K
,172.41083333333333,11.494055555555555,-24.46333333333333,5.76,A
,172.96,11.530666666666667,81.12722222222222,6.15,A
,172.60416666666666,11.506944444444445,46.6575,6.35,K
58,172.62958333333333,11.508638888888889,43.17333333333333,5.94,F
87,172.57875,11.50525,-3.0036111111111112,4.77,K
86,172.62083333333334,11.508055555555556,18.40972222222222,5.52,K
1Lam,172.85083333333333,11.52338888888889,69.33111111111111,3.84,M
,172.72041666666667,11.514694444444444,47.92916666666667,6.42,G
,172.7925,11.5195,48.78916666666667,6.56,G
88,172.93708333333333,11.52913888888889,14.364444444444445,6.2,G
,172.8125,11.520833333333334,-61.27833333333333,6.38,A
,173.08666666666667,11.539111111111112,61.0825,5.48,F
,172.94833333333332,11.52988888888889,-20.776666666666667,6.24,F
Omi,172.94208333333333,11.529472222222223,-59.44222222222222,5.13,G
Omi,172.95333333333335,11.530222222222223,-59.51583333333333,5.15,A
,173.06708333333333,11.537805555555556,-29.263333333333332,5.81,F
,173.06791666666666,11.537861111111111,-29.261111111111113,5.64,F
,173.09708333333333,11.539805555555555,-26.746666666666666,6.16,M
,173.19791666666666,11.546527777777778,-7.8275,5.95,K
,173.20041666666665,11.546694444444444,-40.436388888888885,5.64,K
,173.08291666666668,11.53886111111111,-66.96222222222222,5.9,K
,173.22541666666666,11.548361111111111,-31.08722222222222,5.04,M
Xi,173.25041666666667,11.550027777777778,-31.85777777777778,3.54,G
,173.31083333333333,11.554055555555557,-16.280555555555555,6.05,F
,173.48458333333335,11.56563888888889,36.815555555555555,6.4,K
,173.40541666666667,11.560361111111112,-40.58694444444445,5.39,A
,173.54166666666666,11.569444444444445,11.023611111111112,6.55,A
89,173.59166666666667,11.572777777777777,3.0599999999999996,5.77,F
90,173.67708333333334,11.578472222222222,16.796944444444446,5.95,B
,173.77041666666668,11.584694444444445,54.78527777777778,5.63,K
,173.62291666666667,11.574861111111112,-32.831388888888895,5.98,K
,173.76583333333335,11.58438888888889,20.441388888888888,6.45,G
,173.69041666666666,11.57936111111111,-54.26416666666667,4.62,B
2,174.01166666666666,11.600777777777777,69.32277777777777,5.2,K
,173.73666666666668,11.582444444444445,-49.13666666666666,5.5,K
,173.805,11.587,-47.3725,5.71,M
,173.93083333333334,11.59538888888889,10.911111111111111,6.56,A
,174.07458333333332,11.604972222222221,27.78111111111111,5.8,F
,173.98166666666665,11.598777777777778,-47.641666666666666,5.25,A
Lam,173.945,11.596333333333334,-63.01972222222222,3.13,B
21The,174.17041666666665,11.61136111111111,-9.802222222222223,4.7,B
,174.14583333333334,11.609722222222222,-33.57,5.74,K
,174.17,11.611333333333333,-37.23777777777778,6.31,A
91Ups,174.23708333333335,11.615805555555555,-0.8238888888888889,4.3,G
,174.09291666666667,11.606194444444444,-61.05222222222222,5.83,B
,174.255,11.617,-32.988055555555555,6.29,F
,174.47083333333333,11.631388888888889,50.61833333333333,6.14,G
,174.2525,11.616833333333334,-61.28333333333333,5.15,K
,174.39125,11.626083333333334,-47.74722222222222,5.44,K
59,174.58583333333334,11.639055555555554,43.62555555555556,5.59,F
,174.54083333333332,11.636055555555554,8.884166666666665,6.17,K
Pi,174.315,11.621,-75.89666666666668,5.65,F
60,174.63958333333332,11.642638888888888,46.83416666666667,6.1,F
,174.705,11.647,64.34694444444445,6.46,A
,174.63416666666666,11.642277777777778,33.62555555555556,6.27,K
1Ome,174.615,11.641,8.134166666666665,5.36,M
,174.60041666666666,11.640027777777778,-2.4361111111111113,6.22,G
,174.45166666666665,11.63011111111111,-67.62027777777777,5.96,K
,174.68708333333333,11.645805555555555,45.10861111111111,6.44,G
,174.53041666666667,11.635361111111111,-61.82638888888889,5.15,A
24Iot,174.66708333333332,11.644472222222221,-13.201944444444443,5.48,F
,174.75166666666667,11.650111111111112,-24.72111111111111,6.42,G
,174.96291666666667,11.664194444444444,-14.46861111111111,6.21,A
,174.96,11.664,-16.62027777777778,6.19,M
,174.8725,11.658166666666666,-65.39777777777779,5.17,G
,175.11416666666668,11.674277777777776,57.970555555555556,6.37,B
Omi,175.05333333333334,11.670222222222222,-34.74472222222222,4.7,B
92,175.19625,11.679749999999999,21.352777777777778,5.26,K
61,175.2625,11.684166666666666,34.20166666666667,5.33,G
,175.1775,11.6785,-53.968611111111116,5.96,M
,175.285,11.685666666666666,-29.19638888888889,6.44,G
,175.22333333333333,11.681555555555555,-62.09,4.94,G
,175.43166666666667,11.695444444444444,55.1725,6.27,K
62,175.39291666666668,11.692861111111112,31.746111111111112,5.73,F
,175.3325,11.688833333333333,-43.09583333333334,5.55,A
,175.43333333333334,11.695555555555556,-32.499722222222225,5.22,K
3,175.61833333333334,11.707888888888888,66.745,5.3,K
,175.52166666666668,11.701444444444444,22.210833333333333,6.59,F
,175.51458333333332,11.700972222222221,-20.29388888888889,6.22,K
,175.255,11.683666666666667,-83.1,6.33,K
,175.86333333333334,11.724222222222222,-37.19027777777777,5.98,K
,175.73083333333332,11.715388888888889,-79.30638888888889,6.39,K
,175.97958333333332,11.731972222222222,-6.677222222222222,6.07,G
,175.88,11.725333333333333,-62.489444444444445,5.03,G
,176.055,11.736999999999998,25.21833333333333,6.02,K
,175.97041666666667,11.731361111111111,-62.87833333333333,6.1,A
27Zet,176.19083333333333,11.746055555555555,-18.350833333333334,4.73,G
2Xi,176.32125,11.75475,8.258333333333333,4.85,A
,176.3025,11.7535,-49.069722222222225,6.26,K
3Nu,176.465,11.764333333333333,6.529444444444445,4.03,M
63Chi,176.5125,11.7675,47.779444444444444,3.71,K
,176.43291666666667,11.762194444444445,-45.69,5.29,B
Lam,176.40166666666667,11.760111111111112,-66.7286111111111,3.64,A
,176.73166666666665,11.782111111111112,55.62833333333333,5.27,K
,176.62833333333333,11.775222222222222,-61.17833333333333,4.11,G
,176.62958333333333,11.775305555555557,-40.50055555555556,4.91,G
,176.77916666666667,11.785277777777777,-35.90694444444444,6.17,G
,176.81541666666666,11.787694444444444,-30.286944444444448,6.48,G
,176.82958333333335,11.788638888888888,-57.69638888888888,5.41,K
93,176.99625,11.79975,20.218888888888888,4.53,G
4,176.97875,11.798583333333333,8.245833333333332,5.32,A
,177.09791666666666,11.806527777777779,-10.313333333333334,6.26,F
Mu,177.05958333333334,11.803972222222223,-66.81472222222222,4.72,K
,177.16125,11.81075,14.284166666666666,5.88,F
,177.18791666666667,11.81252777777778,-26.749722222222225,5.11,M
,177.255,11.817,-0.3186111111111111,6.15,F
94Bet,177.265,11.817666666666666,14.571944444444444,2.14,A
,177.31208333333333,11.820805555555555,16.24277777777778,6.04,A
,177.42375,11.82825,34.931666666666665,5.7,F
,177.42125,11.828083333333334,-63.788333333333334,4.32,B
,177.48583333333335,11.83238888888889,-70.22583333333334,4.97,G
,177.58125,11.838750000000001,-15.863888888888889,6.13,K
5Bet,177.67375,11.844916666666668,1.7647222222222223,3.61,F
,177.61333333333334,11.84088888888889,-62.64944444444444,5.7,A
,177.65458333333333,11.84363888888889,-27.27777777777778,6.48,G
,177.73041666666666,11.848694444444446,12.27888888888889,6.35,F
,177.75916666666666,11.85061111111111,-5.333333333333333,5.64,K
,177.78916666666666,11.852611111111111,33.375,6.27,A
,177.78625,11.852416666666667,-45.17361111111111,4.46,K
,177.84125,11.856083333333332,-12.187777777777779,6.35,F
,177.92333333333335,11.861555555555555,-30.834999999999997,5.85,F
,177.96333333333334,11.864222222222223,-65.20611111111111,4.9,B
,178.245,11.883000000000001,37.718611111111116,6.45,G
,178.04208333333332,11.869472222222223,-56.98777777777778,5.57,A
Bet,178.2275,11.881833333333335,-33.908055555555556,4.28,B
,178.36166666666668,11.890777777777778,-35.06666666666667,6.17,A
64Gam,178.4575,11.897166666666665,53.69472222222222,2.44,A
,178.45958333333334,11.897305555555555,0.5519444444444445,6.3,F
,178.54791666666668,11.903194444444445,-57.41,6.06,A
,178.6075,11.907166666666667,-37.74888888888889,6.46,F
,178.67708333333334,11.911805555555556,-25.71388888888889,5.3,G
6,178.76291666666665,11.917527777777778,8.443888888888889,5.58,K
65,178.77375,11.918249999999999,46.47694444444445,6.54,A
65,178.79666666666665,11.919777777777778,46.469722222222224,7.03,A
,178.80875,11.920583333333333,36.756388888888885,6.49,M
,178.74916666666667,11.916611111111111,-63.278888888888886,5.91,A
95,178.91875,11.927916666666667,15.646666666666667,5.53,A
,178.91708333333332,11.927805555555555,-28.47694444444444,5.93,K
66,178.99333333333334,11.932888888888888,56.59861111111111,5.84,K
30Eta,179.00375,11.933583333333333,-17.15083333333333,5.18,A
,178.97791666666666,11.931861111111111,-39.689166666666665,6.13,K
,179.22166666666666,11.94811111111111,61.549166666666665,6.22,G
,179.18291666666667,11.945527777777778,-47.072500000000005,6.26,F
,179.26541666666665,11.951027777777776,-33.31527777777777,6.21,A
,179.31083333333333,11.954055555555556,40.343611111111116,6.62,F
,179.41708333333332,11.961138888888888,-62.44888888888889,5.57,B
,179.53,11.968666666666667,32.27388888888889,6.42,A
,179.58583333333334,11.972388888888888,61.46472222222223,6.76,K
,179.56333333333333,11.970888888888888,-56.31722222222223,5.44,B
,179.58458333333334,11.972305555555556,-40.947222222222216,6.79,K
,179.69875,11.979916666666666,-64.33916666666666,5.61,A
,179.72666666666666,11.981777777777777,-25.90888888888889,6.43,A
,179.76416666666665,11.984277777777777,0.5305555555555556,6.17,K
,179.82333333333332,11.988222222222221,33.1675,5.96,K
,179.79541666666665,11.98636111111111,-51.696666666666665,6.05,K
Eps,179.90541666666667,11.993694444444444,-78.22194444444445,4.91,B
,179.98833333333334,11.99922222222222,34.035,6.5,A
7,179.98708333333335,11.999138888888888,3.6552777777777776,5.37,A
,180.0775,12.005166666666666,80.85305555555556,6.17,M
,180.18541666666667,12.012361111111112,-10.446111111111112,5.55,G
,180.17708333333334,12.011805555555556,-21.83722222222222,6.28,K
8Pi,180.21833333333333,12.014555555555555,6.614166666666667,4.66,A
,180.21333333333334,12.014222222222223,-19.65888888888889,5.26,B
,180.2575,12.017166666666668,-1.7680555555555555,6.31,G
,180.37083333333334,12.024722222222223,-57.50361111111111,6.16,A
,180.41458333333333,12.02763888888889,36.04194444444444,5.59,K
67,180.52833333333334,12.035222222222222,43.04555555555555,5.21,F
,180.58375,12.038916666666667,-85.63166666666666,6.05,K
,180.61916666666667,12.041277777777777,-71.4888888888889,6.42,K
,180.65708333333333,12.043805555555556,-69.19222222222223,5.89,B
,180.715,12.047666666666666,-7.683611111111111,6.22,K
The,180.75625,12.050416666666667,-63.312777777777775,4.33,A
,180.915,12.061,-42.43416666666666,5.15,F
,180.93458333333334,12.062305555555556,-74.21388888888889,6.44,G
2,181.06916666666666,12.071277777777777,21.459166666666665,5.87,F
The,181.08,12.072,-63.16555555555556,4.72,B
,181.16125,12.077416666666666,-68.32916666666667,5.35,A
Kap,181.19375,12.079583333333334,-76.51916666666666,5.04,K
,181.11708333333334,12.074472222222221,85.58722222222222,6.27,F
,181.23791666666668,12.082527777777777,-60.969166666666666,5.96,M
9Omi,181.30208333333334,12.086805555555555,8.733055555555556,4.12,G
,181.31291666666667,12.087527777777778,76.90583333333333,5.8,G
,181.41541666666666,12.094361111111112,62.933055555555555,6.13,K
,181.47166666666666,12.098111111111113,-65.54722222222222,6.33,B
,181.48625,12.099083333333335,-35.693888888888885,6.23,B
,181.49916666666667,12.099944444444445,-3.131666666666667,6.37,G
,181.5825,12.1055,-68.65083333333334,6.23,G
,181.59625,12.106416666666666,-65.70916666666668,6.06,G
Eta,181.72041666666667,12.114694444444444,-64.61361111111111,4.15,F
,181.9575,12.1305,-75.36694444444444,5.18,K
,182.02166666666668,12.134777777777778,-50.66138888888889,4.47,B
,182.02,12.134666666666666,-50.763333333333335,6.37,B
,182.06125,12.137416666666667,-48.69277777777778,5.34,B
Del,182.08958333333334,12.139305555555556,-50.722500000000004,2.6,B
,182.1025,12.140166666666666,-60.84722222222222,6.22,K
1Alp,182.10333333333332,12.140222222222222,-24.728888888888886,4.02,F
,182.22416666666666,12.148277777777777,-44.32611111111112,5.75,A
,182.22708333333333,12.148472222222221,-41.231388888888894,5.48,B
10,182.42208333333335,12.161472222222223,1.8977777777777778,5.95,K
,182.44708333333332,12.16313888888889,74.6613888888889,6.35,F
,182.51041666666666,12.167361111111111,-34.705000000000005,6.17,A
11,182.51416666666665,12.16761111111111,5.8069444444444445,5.72,F
2Eps,182.53125,12.16875,-22.619722222222222,3.0,K
,182.64083333333335,12.176055555555555,-37.87027777777778,6.06,A
3,182.63166666666666,12.175444444444445,16.809166666666666,6.39,A
,182.69208333333333,12.179472222222222,27.281388888888888,6.01,A
,182.77041666666668,12.184694444444444,-61.277499999999996,6.08,F
3,182.76625,12.184416666666667,-23.602500000000003,5.46,A
,182.76208333333332,12.184138888888889,-45.422777777777775,6.61,K
,182.88083333333333,12.192055555555555,-51.35944444444445,6.23,G
Rho,182.91291666666666,12.194194444444445,-52.368611111111115,3.96,B
,182.75,12.183333333333334,81.71000000000001,6.0,K
4,182.96333333333334,12.197555555555557,25.87027777777778,5.66,K
68,182.93708333333333,12.195805555555555,57.05444444444444,6.43,K
,183.005,12.200333333333333,28.53611111111111,6.49,F
5,183.03875,12.202583333333333,20.541944444444447,5.57,K
,183.09166666666667,12.20611111111111,-62.950833333333335,5.92,B
,183.195,12.213,-70.15194444444445,6.17,F
,183.04958333333335,12.203305555555556,77.61638888888888,5.14,A
