Name,RA_2000,Dec_2000,Vmag,Spct
20,212451.7,-032354,6.36,F
,212348.3,+372105,6.47,K
,212407.4,+251844,6.15,A
19,212513.1,-094455,5.70,F
,212844.9,-693019,5.34,M
,212423.1,+243144,6.32,K
,212434.0,+261028,5.68,A
21,212517.0,-033324,5.49,K
,212622.9,-374946,5.63,K
,213320.6,-800221,6.47,A
,212701.6,-423252,5.51,A
,212551.5,+003204,6.46,A
34Zet,212640.0,-222441,3.74,G
,212628.1,+010612,6.13,F
,212455.5,+491924,6.58,B
35,212714.8,-211146,5.78,K
,212519.6,+464252,5.60,F
69,212547.0,+364003,5.94,B
,212626.7,+192232,6.07,A
,212900.3,-534221,6.39,K
,212813.9,-113406,6.61,F
36,212843.4,-214826,4.51,G
5,212903.8,-311419,6.50,A
70,212721.4,+370700,5.31,B
,212651.6,+485006,5.31,A
35,212740.1,+273631,5.41,A
,212645.0,+525355,6.03,B
,212824.8,+081144,6.40,M
,212808.3,+321331,5.80,F
,212859.9,+175421,6.44,K
,212959.6,-190852,6.57,F
,212859.9,+221046,5.93,M
,212725.3,+594500,6.10,M
2,212956.9,+233820,4.57,M
,212852.7,+552507,6.12,B
7,212746.1,+664833,5.44,B
71,212927.0,+463226,5.24,K
Xi,213205.9,-411045,5.29,K
6,213214.6,-335641,5.97,A
,213109.6,+120815,6.08,B
22Bet,213133.5,-053416,2.91,G
,213317.7,-524415,6.41,K
,213856.2,-792633,6.18,F
,213233.3,-243526,6.43,A
,213323.5,-445055,5.57,K
,213020.4,+525729,6.02,A
8Bet,212839.6,+703339,3.23,B
,212449.7,+803129,5.97,G
,213227.1,+232340,6.70,B
,213417.0,-425530,6.32,K
,213127.5,+523712,6.16,G
,213059.3,+602734,5.53,B
,213453.0,-294146,6.41,B
37,213451.0,-200504,5.69,F
,213256.6,+495840,5.75,A
,213515.9,-232715,6.40,G
,213317.9,+455115,6.25,K
,213802.9,-644927,6.20,A
,213434.0,+224517,6.47,F
,213517.6,-035859,5.77,G
73Rho,213358.9,+453531,4.02,G
8,213611.0,-261017,5.73,A
Nu,214128.5,-772324,3.76,K
72,213446.6,+383203,4.90,K
7,213648.9,-330253,6.11,A
,213519.0,+281150,6.31,F
,213527.0,+242708,6.11,A
,213427.5,+514154,6.15,B
39Eps,213704.8,-192758,4.68,B
,213613.9,+300320,6.36,G
,213602.4,+452229,5.53,M
,213733.8,-002325,6.25,A
23Xi,213745.1,-075115,4.69,A
3,213743.7,+063706,6.18,A
74,213657.0,+402449,5.01,A
5,213745.4,+191907,5.45,F
,213906.1,-334045,6.28,G
,213959.7,-522133,6.21,F
4,213831.9,+054618,5.67,A
,214033.6,-554415,6.33,K
,213727.9,+444148,6.20,A
,213928.1,-103437,6.08,K
,213845.0,+252956,6.16,G
,213738.7,+540232,6.15,K
,213901.1,+201555,5.85,F
25,213933.3,+021437,5.10,K
40Gam,214005.5,-163944,3.68,F
9,213755.2,+620455,4.73,B
Lam,215054.3,-824309,5.29,G
,213857.6,+572921,5.62,O
,214146.1,-250607,6.49,K
42,214132.9,-140251,5.18,G
75,214011.1,+431626,5.11,M
41,214200.8,-231546,5.24,G
,214528.8,-710032,6.01,B
26,214210.1,+011707,5.67,K
43Kap,214239.5,-185159,4.73,G
7,214215.5,+054048,5.30,M
,214043.3,+545220,6.20,K
76,214134.3,+404819,6.11,A
,214233.0,+104929,6.09,B
,214313.5,-193715,6.22,A
,224528.6,-884906,6.57,F
44,214304.4,-142359,5.88,F
NOVA,,,,
,214201.1,+353037,6.07,C
,214208.4,+454557,6.17,M
,214429.5,-383309,6.30,G
77,214222.9,+410438,5.69,A
80Pi,214205.7,+511123,4.67,B
45,214401.0,-144458,5.99,F
,214519.0,-492955,6.45,K
,214238.9,+493601,6.09,G
9Iot,214456.8,-330133,4.34,A
,214306.4,+410918,5.49,M
79,214325.7,+381702,5.65,A
8Eps,214411.2,+095230,2.39,K
78Mu,214408.6,+284434,4.73,F
78Mu,214408.3,+284435,6.08,G
46,214500.3,-090457,5.09,G
,214245.4,+591616,6.08,K
9,214430.7,+172100,4.34,G
,214431.3,+144619,5.94,G
10Kap,214438.7,+253842,4.13,F
Mu,214330.4,+584648,4.08,M
11,214155.3,+711841,4.56,K
47,214616.3,-091633,6.00,M
48Lam,214632.1,-112157,5.58,A
,214544.5,+355126,6.40,G
12,214604.4,+225656,5.29,K
49Del,214702.4,-160738,2.87,A
,214815.8,-471813,5.58,G
,214304.0,+721913,5.17,K
,214624.0,+253348,6.28,K
10The,214744.2,-305354,5.01,A
,214453.3,+622738,5.95,O
11,214714.0,+024110,5.64,A
,214616.6,+430339,6.54,G
,214704.7,+171139,6.21,F
,215000.1,-644245,5.62,K
,214738.1,-055502,6.17,A
Omi,215047.1,-693746,5.53,K
10Nu,214526.9,+610715,4.29,A
81Pi,214647.6,+491834,4.23,B
,214808.3,+363450,6.47,K
,214941.1,-124323,6.31,A
,214829.4,+383855,6.12,B
12,214725.3,+604134,5.52,M
,215013.1,-165041,6.38,K
,214926.9,+202745,6.29,B
,214701.0,+700903,6.29,A
14,214950.7,+301027,5.04,A
13,215008.7,+171708,5.29,F
,214940.1,+410856,6.48,A
,215141.8,-183723,6.16,F
,214919.0,+611622,6.17,M
,215134.2,+194936,5.77,B
,215104.9,+393212,6.17,B
,215218.2,+211623,6.89,M
51Mu,215317.8,-133306,5.08,F
,215511.5,-615311,5.90,F
Gam,215355.7,-372154,3.01,B
15,215229.9,+284736,5.53,F
,215336.0,-101842,6.59,B
16,215303.8,+255530,5.08,B
,215201.0,+554749,5.71,B
,215337.4,+194006,5.68,A
,215357.8,+065152,6.15,G
,215410.4,-041634,5.71,K
,215137.3,+654510,6.37,A
Pi,215614.0,-575358,6.19,A
,215435.9,-031804,6.20,F
,215417.4,+194306,6.39,K
,215555.6,-303623,6.41,G
,215622.8,-371513,5.46,A
,215702.2,-374449,6.18,F
Del,215755.1,-545933,4.40,F
Kap,215830.1,-590044,6.12,F
,220152.1,-773945,6.41,A
13,215453.2,+563641,5.80,B
,215624.0,+211423,6.40,K
17,215656.4,+120435,5.54,A
,215520.7,+613231,6.13,G
,215531.1,+651915,5.86,B
,215813.3,-052529,6.33,F
,215702.2,+484007,6.42,B
,215843.8,-211058,6.12,M
,215917.9,-382343,5.50,K
,220303.8,-760707,5.95,F
,220024.1,-555258,6.01,B
,215855.0,-042223,6.22,K
,215639.1,+633732,4.91,M
,215711.1,+660922,6.43,B
18,220007.9,+064303,6.00,B
12Eta,220050.2,-282713,5.42,B
Eps,220321.6,-564710,4.69,K
,215853.4,+624154,5.93,M
,215923.0,+573930,6.59,A
28,220105.0,+003618,5.58,K
,220026.8,+330022,6.46,F
20,220105.4,+130711,5.60,F
19,220109.2,+081526,5.65,K
,220211.9,-175413,6.28,G
,215751.0,+745948,6.35,K
29,220226.6,-165751,6.37,A
,220201.4,+105826,6.37,B
,220317.2,-295415,7.10,F
,220039.3,+622917,6.66,B
16,215915.0,+731048,5.03,F
30,220316.4,-063121,5.54,K
31Omi,220318.9,-020919,4.69,B
,220150.6,+525256,5.78,B
21,220319.0,+112311,5.80,B
13,220423.9,-295500,6.47,K
14,220204.6,+580002,5.56,O
,220256.7,+443900,5.60,A
,220436.8,-264921,5.96,B
Kap,220550.9,-593810,5.62,K
32,220447.4,-005424,5.30,A
Lam,220606.9,-393236,4.46,K
,220434.4,+325631,6.38,G
22Nu,220540.8,+050331,4.84,K
34Alp,220547.0,-001911,2.96,G
,220511.4,+264026,5.78,K
18,220352.9,+630711,5.29,M
17Xi,220347.4,+643740,4.29,A
33Iot,220626.2,-135211,4.27,B
23,220534.7,+285750,5.70,B
,221042.5,-755250,6.55,K
,220516.4,+464441,6.13,M
,220550.6,+450644,6.44,A
,215812.7,+825211,6.98,F
,220602.0,+450052,5.14,K
Alp,220814.0,-465740,1.74,B
20,220500.5,+624708,5.27,K
,220551.2,+481354,6.27,B
19,220508.9,+621648,5.11,O
,220612.4,+451455,6.19,A
24Iot,220700.7,+252042,3.76,F
14Mu,220823.0,-325919,4.50,A
,221155.3,-760658,6.15,K
Ups,220826.0,-340238,4.99,M
,220613.5,+562035,6.39,A
,220728.6,+192832,5.75,F
,220730.0,+180002,6.35,M
,220842.7,-330732,6.37,A
25,220750.3,+214210,5.78,B
35,220859.0,-183111,5.81,B
,220958.0,-480626,6.43,K
,220817.2,+253237,6.11,F
,220709.6,+585027,6.32,G
,220725.5,+531826,6.14,A
,220955.7,-340053,5.37,A
,220816.5,+494747,6.42,K
,221000.1,-281733,6.44,A
15Tau,221008.8,-323254,4.92,F
,220841.0,+454431,6.11,G
27Pi,220913.6,+331020,5.58,G
26The,221012.0,+061152,3.53,A
,221021.1,-035339,6.27,A
38,221037.5,-113354,5.46,B
,221033.8,-041602,6.01,K
29Pi,220959.2,+331042,4.29,F
,221019.0,+193701,6.18,G
,221022.2,+143748,6.33,K
,221102.4,-211357,6.09,F
,221037.4,+113728,5.78,M
28,221030.2,+205841,6.46,A
,221051.6,+303311,6.32,A
,221151.3,+160226,5.95,K
39,221225.8,-141138,6.03,F
,221109.9,+504924,5.40,A
,221257.5,-261940,6.17,A
21Zet,221051.3,+581204,3.35,K
,221208.0,+245700,5.92,K
,221243.8,-044315,6.39,F
24,220948.4,+722028,4.79,G
22Lam,221130.7,+592452,5.04,O
,221344.4,-251051,5.58,F
Psi,221750.5,-773042,5.51,F
,221148.8,+565022,5.24,F
,221015.3,+720640,6.37,B
,221038.9,+700758,5.50,F
,221247.8,+343617,5.33,K
,221156.9,+590505,6.30,K
,221438.6,-412254,6.23,G
16Lam,221418.8,-274601,5.43,B
,221201.9,+604534,5.35,K
41,221418.0,-210427,5.32,K
Eps,222001.5,-802623,5.10,M
,221338.6,+283630,5.89,K
,221222.3,+631729,5.79,M
,221535.1,-442707,6.10,G
,221352.7,+394254,4.49,K
Mu,221536.9,-412048,4.79,G
,221349.3,+452627,5.53,A
Mu,221626.6,-413739,5.10,G
,221444.4,+425714,5.71,A
,221349.5,+630945,6.11,B
,221559.8,+083258,6.21,A
,221637.4,-255354,6.15,K
,221252.9,+731826,6.08,K
23Eps,221502.0,+570237,4.19,F
,221633.6,-013547,6.15,A
42,221648.1,-124953,5.34,K
,221659.8,-230824,6.17,G
1,221558.2,+374456,4.13,K
43The,221650.0,-074700,4.16,G
,221652.6,-090224,5.79,K
,221815.6,-533740,5.37,G
Alp,221830.1,-601535,2.86,K
,221629.7,+274815,6.37,G
44,221706.5,-052314,5.75,G
Ups,223137.4,-855802,5.77,K
,221626.5,+571313,5.88,G
,221804.3,-001416,6.39,F
45,221900.8,-131818,5.95,G
,222036.2,-573036,6.34,K
,221856.2,+374610,6.17,A
25,221812.7,+624816,5.75,K
46Rho,222011.9,-074916,5.37,B
30,222027.6,+054722,5.37,B
,222055.8,+081112,6.17,F
Nu,222436.8,-721520,5.29,A
47,222135.6,-213554,5.13,K
,222100.1,+265607,6.47,M
48Gam,222139.4,-012314,3.84,A
,222039.6,+505851,6.42,K
31,222131.1,+121219,5.01,B
Pi,222243.9,-455652,6.62,S
32,222119.3,+281950,4.81,B
2,222101.6,+463212,4.57,B
Pi,222308.0,-455543,5.62,F
,221820.4,+762917,6.66,A
,222551.0,-750056,6.04,G
,222510.5,-702554,5.78,F
,222150.9,+420442,6.41,B
49,222330.9,-244545,5.53,G
,222332.1,-071140,5.93,G
,222456.4,-574750,5.32,G
33,222339.6,+205054,6.04,F
51,222406.9,-045013,5.78,A
50,222427.1,-133146,5.76,G
,222300.2,+571704,6.16,B
,222354.2,+383425,6.22,F
,222300.2,+622512,6.04,A
3Bet,222333.6,+521345,4.43,G
52Pi,222516.6,+012239,4.66,B
Del,222720.0,-645759,4.48,B
4,222431.0,+492835,4.57,B
,222610.7,-234057,6.29,A
,222540.7,+182640,6.26,K
53,222634.2,-164429,6.57,G
53,222634.4,-164433,6.35,G
,221310.6,+860629,5.27,B
,222837.7,-672921,5.55,A
34,222637.4,+042337,5.75,F
,222645.7,+372638,6.46,B
,222341.3,+781436,6.76,B
35,222751.5,+044144,4.79,K
Nu,222839.2,-390755,5.47,G
,222726.5,+394835,6.14,B
,222659.2,+562600,6.57,B
,222746.2,+315025,5.98,K
Del,222916.2,-432944,3.97,G
,222600.8,+704615,5.47,K
55Zet,222849.7,-000113,4.59,F
55Zet,222850.1,-000112,4.42,F
Del,222945.5,-434458,4.11,M
26,222705.3,+650756,5.46,B
36,222908.0,+090744,5.58,K
,222946.0,-270626,5.95,F
,222910.2,+264547,5.79,K
,223001.5,-125454,6.40,F
37,222958.0,+042554,5.48,F
56,223017.4,-143509,6.37,B
,222819.7,+640508,6.29,K
,222943.9,+354332,6.56,A
Zet,223053.7,-260425,6.43,K
27Del,222910.3,+582455,3.75,F
5,222931.8,+474225,4.36,M
57Sig,223038.8,-104041,4.82,A
38,223001.8,+323421,5.65,B
,223006.5,+492122,6.40,K
17Bet,223130.3,-322046,4.29,A
,223526.4,-784618,6.15,K
28Rho,222642.5,+784709,5.83,A
6,223029.3,+430724,4.51,B
,223118.4,-025440,6.16,K
,223118.4,-063318,6.14,F
Nu,223300.1,-615856,4.81,M
58,223141.3,-105420,6.38,A
,223134.2,+293234,6.35,A
7Alp,223117.5,+501657,3.77,A
39,223235.5,+201348,6.42,F
,223246.9,+155148,6.32,K
,223226.4,+394647,5.88,A
,223218.8,+540215,6.35,G
60,223402.9,-013427,5.89,G
29Rho,222952.9,+784927,5.50,A
59Ups,223441.6,-204230,5.20,F
,223552.9,-575301,6.23,A
,223340.6,+563730,5.71,G
,223302.9,+695449,6.6,A
,223536.5,-235928,5.97,K
62Eta,223521.4,-000703,4.02,B
,223317.0,+702226,6.34,A
,223216.2,+761335,5.68,A
Sig,223629.3,-403458,6.28,A
,223635.4,-313950,5.82,K
Sig,223658.8,-403528,5.86,A
8,223552.3,+393803,5.73,B
,223607.9,+353438,6.10,K
,223636.4,+114149,6.40,A
,223553.4,+500416,6.29,B
,223551.8,+560412,6.38,A
,223704.7,+123438,6.30,K
,223648.7,+353909,6.30,K
63Kap,223745.4,-041341,5.03,K
,223908.4,-524132,6.65,F
,223822.2,-075352,6.23,G
9,223722.4,+513243,4.63,A
,223844.7,-284452,6.47,K
31,223546.1,+733835,5.08,F
,223851.5,-330453,5.66,A
,223817.5,+451059,6.40,G
40,223852.6,+193120,5.82,G
,223944.0,-281931,6.31,K
,224048.9,-572520,5.97,K
,223837.9,+564745,5.21,M
10,223915.7,+390301,4.88,O
,224022.3,-303932,5.87,K
41,223947.0,+194052,6.21,A
,223713.0,+752218,5.79,M
,223934.3,+373534,6.03,G
30,223839.0,+633504,5.19,A
18Eps,224039.4,-270237,4.17,B
,224048.0,-033315,6.31,F
Bet,224603.3,-812254,4.15,A
,224052.7,+143258,5.71,G
11,224030.9,+441635,4.46,K
,224018.4,+535046,5.93,K
42Zet,224127.7,+104953,3.40,B
,224236.9,-471238,5.98,G
Bet,224240.1,-465305,2.10,M
19,224222.1,-292139,6.17,M
,224131.4,+305757,6.34,K
,224243.1,-441452,6.07,K
12,224128.6,+401332,5.25,B
43Omi,224145.4,+291827,4.79,A
,224157.4,+143059,5.90,K
,224136.1,+413258,5.94,G
Rho,224330.0,-412452,4.85,K
,224303.5,-081842,6.45,A
,224416.5,-602958,6.30,F
67,224314.3,-065746,6.41,A
,224220.8,+535432,6.12,K
66,224335.3,-184949,4.69,K
44Eta,224300.1,+301317,2.94,G
,224255.5,+374810,6.43,B
,224304.5,+471007,6.39,A
,224342.7,+105621,6.51,G
,224405.2,+392756,5.95,K
Eta,224537.9,-533001,4.85,K
13,224405.5,+414909,5.08,K
,224540.7,-463251,5.51,K
,224608.0,-485844,6.62,F
,224628.3,-494109,6.48,K
45,224528.2,+192200,6.25,G
,224449.2,+523102,6.55,K
,224643.7,-465622,6.56,A
Xi,225022.9,-800727,5.35,B
,224940.9,-770302,6.73,A
46Xi,224641.6,+121022,4.19,F
,224610.2,+443246,5.76,F
47Lam,224631.9,+233356,3.95,G
,224719.1,-340940,6.28,K
,224821.4,-614103,6.37,K
68,224733.1,-193648,5.26,G
,224747.1,-381319,6.71,F
,224917.4,-702052,6.34,A
69Tau,224742.8,-140323,5.66,A
,224756.2,-255443,6.30,G
Eps,224833.3,-511901,3.49,A
70,224830.2,-103320,6.19,A
,224723.2,+582858,6.36,B
,224810.9,+372500,5.90,G
71Tau,224935.5,-133533,4.01,M
,224959.1,-324819,6.33,F
,224932.3,+102844,6.54,F
,224847.8,+542454,6.12,B
,224844.2,+625618,6.06,K
48Mu,225000.2,+243606,3.48,G
,225102.2,-390925,5.42,M
,225144.9,-595253,6.46,K
,224900.7,+683413,6.19,F
,224946.2,+555410,5.43,K
,225209.9,-631119,6.12,K
14,225021.8,+415713,5.92,B
,225039.1,+190827,6.40,K
,225010.2,+504037,6.21,G
21,225120.9,-293210,5.97,G
32Iot,224940.8,+661202,3.52,K
22Gam,225231.6,-325232,4.46,A
,225122.8,+614149,5.60,G
49Sig,225224.1,+095008,5.16,F
73Lam,225236.9,-073447,3.74,M
15,225202.0,+431845,4.94,M
Tau,225337.9,-483553,6.04,G
Rho,225439.4,-700425,6.05,G
,224729.0,+830914,4.74,K
,225302.3,+165028,5.64,K
74,225328.7,-113700,5.80,B
,225252.3,+502443,6.46,B
,225311.3,+401002,6.34,B
,225303.8,+600604,6.01,K
,225340.1,+444457,5.81,A
76Del,225439.0,-154915,3.27,A
78,225434.1,-071217,6.19,K
77,225445.5,-161619,5.56,K
,225407.0,+402237,5.81,K
,225514.9,-362319,6.40,K
,225435.7,+165630,6.12,S
1,225459.5,+010353,6.11,A
,225511.0,-045916,5.72,K
50Rho,225513.7,+084857,4.90,A
,225502.6,+370437,5.91,F
,225551.4,-313759,6.10,K
23Del,225556.9,-323223,4.21,G
,225624.0,-313356,6.48,K
Tau,225647.8,-475809,5.70,A
,225544.5,+362106,5.74,B
,225651.5,+115054,6.51,A
16,225623.6,+413614,5.59,B
,225626.0,+494401,4.95,K
,225717.2,-044836,6.31,G
24Alp,225739.1,-293720,1.16,A
51,225727.9,+204608,5.49,G
,225732.8,+034837,6.28,K
,225704.5,+484103,5.43,B
,225835.0,-353123,6.13,F
,225740.7,+391832,6.18,B
,225815.5,-022343,6.16,G
,225823.7,-012437,6.37,F
,225102.2,+852225,5.90,K
,225835.1,+092125,6.43,G
,225842.6,+072023,6.33,A
52,225911.8,+114344,5.75,A
,225935.8,-292744,5.51,A
,225935.7,-130415,6.07,K
2,225927.4,+005746,5.43,K
,230005.8,-250951,5.65,K
,225910.3,+523916,6.29,K
,225909.0,+594853,6.43,B
,230024.6,-253736,6.29,K
Zet,230052.8,-524515,4.12,G
,225424.8,+842046,4.71,K
,230107.5,-505700,5.68,K
3,230037.9,+001109,6.21,G
,230042.9,+030042,5.83,K
,230005.1,+565643,5.00,G
,230042.5,+310459,6.60,B
,230119.4,-285113,5.55,K
,230034.4,+452230,6.50,A
,230123.0,-224727,6.28,A
81,230123.6,-070340,6.21,K
,230054.7,+384229,6.54,B
,230131.7,-044241,5.94,K
,230234.0,-362515,6.47,K
,230130.7,+570620,6.20,K
1Omi,230155.3,+421934,3.62,B
82,230232.6,-063427,6.15,M
,230244.3,-205214,5.97,K
,230233.1,+314650,6.57,F
2,230236.3,+424528,5.10,A
Pi,230329.8,-344458,5.11,F
,230245.2,+440332,6.39,B
,230452.2,-684913,5.52,F
,230243.8,+551411,6.50,B
,230359.5,-412842,5.79,K
,230357.3,-044743,6.68,F
4Bet,230352.6,+034912,4.53,B
Kap,230439.6,-535754,5.37,K
53Bet,230346.5,+280458,2.42,M
,230401.0,+063700,6.41,F
,230323.7,+602643,6.74,B
,230321.6,+583353,6.43,G
,230332.9,+671233,5.24,K
3,230411.0,+500308,4.65,K
54Alp,230445.7,+151219,2.49,B
83,230509.8,-074137,5.43,F
,230512.8,-170445,6.14,K
,230506.3,+163347,6.44,G
,230517.6,+011825,6.39,G
,230823.7,-792851,6.12,A
The,230652.8,-433114,4.28,F
,230618.2,+183103,6.13,F
86,230640.9,-234435,4.47,G
Ups,230653.6,-385332,5.61,A
,230709.5,-493624,6.33,K
,230631.9,+195439,6.30,F
,230714.7,-504111,5.83,F
,230835.7,-733511,6.15,K
55,230700.3,+092434,4.52,M
56,230706.8,+252806,4.76,G
1,230636.9,+592511,4.85,B
,230727.7,+324933,6.02,A
,230728.7,+210803,5.99,A
,230718.1,+460405,6.66,B
,230710.1,+524859,6.11,K
,230821.0,-284924,5.60,G
,230710.4,+594339,6.40,B
4,230739.3,+462314,5.33,K
5,230745.4,+491745,5.70,F
,230812.3,+443342,6.56,A
5,230840.9,+020740,5.40,G
,230747.7,+633800,6.26,B
,231011.7,-665127,6.47,K
,231212.0,-805446,6.41,K
,230757.2,+641321,6.21,K
88,230926.8,-211021,3.66,K
,230944.6,-280519,5.87,K
,230957.3,-425138,5.81,F
57,230931.5,+084038,5.12,M
,230949.6,-143038,6.42,A
89,230954.8,-222727,4.69,G
,231009.8,-403530,5.83,M
33Pi,230753.9,+752315,4.41,G
Iot,231021.6,-451448,3.90,K
58,231001.5,+094919,5.39,B
2,230944.1,+591959,5.70,A
,231046.6,-293130,6.51,F
,231042.6,+173540,5.71,K
6,231027.2,+433239,5.94,F
59,231144.2,+084312,5.16,A
60,231149.2,+265050,6.17,G
,231315.0,-493708,6.80,G
,231406.6,-624200,6.12,G
7,231233.0,+492423,4.52,F
,231304.0,+292630,6.35,G
,231317.0,+571006,5.56,K
,231326.5,+110354,5.82,G
90Phi,231419.4,-060256,4.22,M
,231458.6,-410620,5.77,K
,231440.2,-104119,6.12,K
,231414.3,+503704,6.31,A
,231421.7,+294618,6.41,F
,231436.5,+240611,6.36,K
,231534.3,-032947,5.55,A
91Psi,231553.5,-090516,4.21,K
61,231546.3,+281452,6.49,G
,231657.7,-620004,5.66,F
,231437.3,+741352,5.84,A
,231557.9,+244616,6.60,F
,231639.7,-442921,5.92,K
,231649.8,-411140,6.47,K
Gam,231725.8,-581409,3.99,F
,231908.1,-792822,6.33,K
92Chi,231650.9,-074336,5.06,M
,231537.8,+705317,5.56,F
6Gam,231709.9,+031656,3.69,G
,231642.3,+531249,5.54,F
,231626.8,+615747,6.53,B
,231820.0,-672816,6.13,K
,231740.0,-114247,6.34,A
,231716.6,+450951,6.43,K
93Psi,231754.2,-091057,4.39,B
Phi,231809.9,-404928,5.53,F
8,231744.7,+490055,4.85,M
,231756.1,+452920,6.48,B
Tau,232803.7,-872856,5.49,K
Gam,231849.4,-323155,4.41,K
9,231823.4,+414625,6.02,A
95Psi,231857.7,-093639,4.98,A
94,231906.7,-132732,5.08,G
,231718.9,+751757,6.38,A
96,231924.0,-050728,5.55,F
,231924.1,-180431,5.93,K
,231902.4,+450814,6.50,A
,231943.2,-334229,6.37,K
34Omi,231837.5,+680642,4.75,K
,231927.4,+344736,6.32,B
11,231929.8,+483731,5.44,K
,231941.6,+482251,6.32,K
10,231952.4,+420441,5.79,M
,232050.0,-501824,6.05,F
7,232020.6,+052253,5.05,K
,232040.9,-055429,6.17,K
62Tau,232038.2,+234425,4.60,A
,232014.3,+615812,6.45,K
63,232049.6,+302454,5.59,M
,232115.5,-265912,5.64,G
,232044.0,+440659,6.13,A
12,232053.3,+381056,5.77,F
,232034.6,+621247,6.39,K
64,232154.9,+314845,5.32,B
,232158.2,+263632,6.62,F
,232256.9,-600321,6.09,M
97,232239.2,-150221,5.20,A
65,232240.5,+204943,6.29,B
98,232258.2,-200602,3.97,K
66,232304.6,+121850,5.08,K
,232232.5,+600801,5.56,K
,232354.3,-534830,6.15,A
,232345.4,-430728,6.10,K
,232331.9,+001729,6.31,K
,232413.1,-515329,5.75,M
,232347.5,+323153,6.69,F
,232407.8,-184115,6.19,G
,232519.4,-565057,5.59,K
,232435.0,+410646,6.72,B
67,232450.8,+322306,5.57,B
4,232450.3,+621658,4.98,M
68Ups,232522.8,+232415,4.40,F
99,232602.8,-203831,4.39,K
Omi,232636.6,-524318,5.52,F
,232707.2,-663452,6.45,K
,232715.0,-582834,5.63,G
,232709.1,-500926,6.20,B
8Kap,232656.0,+011520,4.94,A
9,232714.8,+010721,6.25,G
13,232707.4,+425443,5.75,B
,232800.7,-353240,6.32,K
69,232740.4,+251002,5.98,A
10The,232758.1,+062244,4.28,K
,232805.2,-112659,6.37,G
,232716.6,+702135,5.60,A
,232901.0,-630639,5.68,A
,232900.8,-442952,6.43,K
,232900.6,-091558,6.18,K
,232905.6,+230252,6.35,G
70,232909.3,+124538,4.55,G
,232932.1,-043158,6.25,K
,233007.4,+490759,6.17,K
,233002.0,+583256,4.91,B
,233039.7,+383943,6.05,G
,233101.1,-061718,6.39,K
,233127.0,-445037,6.02,K
14,233117.4,+391411,5.22,K
,233131.5,-040514,6.49,F
100,233142.1,-212210,6.29,A
,233143.1,+282413,6.41,A
13,233157.6,-010509,6.38,K
,233319.5,-772307,5.81,G
,233224.6,+345709,6.65,B
Bet,233258.3,-374906,4.37,B
,232700.8,+871827,5.58,A
101,233316.6,-205452,4.71,A
71,233328.1,+222956,5.32,M
,233342.7,+450329,6.24,G
,233355.5,+205027,6.06,M
72,233357.2,+311931,4.98,K
14,233409.0,-011451,5.87,A
,233512.7,-644122,7.4,F
,233449.4,-151445,5.96,K
15,233437.5,+401411,5.59,A
73,233438.2,+332950,5.63,K
Iot,233504.6,-423654,4.71,A
,233446.7,+380126,6.18,K
,233532.1,-072752,6.39,G
,233459.0,+713832,5.84,G
,233555.9,+243340,6.45,M
16,233623.3,+020608,5.68,F
,233630.5,+325415,6.35,F
,233705.4,-315215,6.52,K
,233824.1,-765212,6.00,K
,233739.6,-130337,5.65,G
,233751.0,-452933,4.74,A
74,233739.8,+164932,6.26,A
16Lam,233733.9,+462729,3.82,G
,233732.0,+442545,5.80,B
75,233756.8,+182402,5.53,A
,233758.6,+461159,6.58,G
17Iot,233808.2,+431605,4.29,B
The,233928.0,-463816,6.09,A
18,233908.3,+502818,5.30,B
102Ome,233947.1,-141318,5.00,F
17Iot,233957.0,+053735,4.13,F
,233955.1,+094038,5.97,A
,233910.4,+751734,5.95,A
,233921.1,+740010,5.98,G
,234002.8,+373909,6.53,F
35Gam,233920.8,+773757,3.21,K
Mu,234038.2,-320423,5.31,K
19Kap,234024.5,+442002,4.14,B
,234040.6,+364315,6.23,F
,234107.0,-240937,6.60,M
,234108.9,-114050,5.89,G
103,234134.5,-180138,5.34,K
,234126.9,+493044,6.26,A
104,234145.8,-174859,4.82,G
,234156.7,+071502,5.89,A
18Lam,234202.8,+014648,4.50,A
,234154.5,+571536,6.24,G
,234214.8,+445931,6.57,K
,234227.9,-152652,5.28,K
105Ome,234243.3,-143242,4.49,B
,234220.8,+643056,6.56,M
,234231.5,+614046,6.40,K
77,234322.4,+101953,5.06,M
,234349.5,-151704,6.36,M
,234401.4,-450500,6.09,K
,234425.4,-702925,6.07,G
,234440.7,-784729,5.75,K
,234412.0,-642416,5.72,K
78,234359.5,+292142,4.93,K
106,234412.1,-181637,5.24,B
,234428.9,-261447,6.17,F
,234448.3,+554759,6.51,G
,234601.2,-401057,6.31,A
107,234600.9,-184041,5.29,F
20Psi,234602.1,+462513,4.95,G
19,234623.5,+032912,5.04,C
,234636.7,+664656,5.95,B
Sig,234716.0,-501336,5.18,B
,234723.3,-682339,6.89,F
5Tau,234703.5,+583907,4.87,K
,234715.9,-115439,5.73,K
,234701.9,+572705,5.51,K
,234733.2,+464957,6.07,B
20,234756.5,-024542,5.49,G
,234754.8,+674825,5.04,A
,234832.5,-062250,6.07,K
,234849.3,+021251,6.46,F
Del,234855.6,-280749,4.57,A
,234839.0,+645235,6.41,A
6,234850.2,+621252,5.43,A
,234853.9,+595844,6.34,A
