12.38
12.23
9.52
9.82
12.29
9.24
11.1
9.02
18.07
11.73
10.72
10.89
12.2
9.45
12.7
9.83
10.77
8.25
11.2
10.76
11.81
15.11
6.14
9.62
10.95
7.04
8.99
12.13
11.06
10.15
25.23
18.97
15.11
9.38
5.6
10.44
21.34
17.33
17.89
18.25
12.11
14.65
14.58
16.08
16.52
5.54
8.25
5.48
1-.27
21.03
15.19
11.47
13.66
18.12
4.79
12.97
5.35
10
11.7
13.87
